,party_mentioned,post_stance,author_id,num_of_agents_received,num_of_agents_not_received,num_of_spreader_agents,num_of_disinterested_agents,network_polarization,net_polarization2,network_homophily,network_homophily2,network_polarity,satisfaction,activity,user_preference
12,5,0.577683,102,87,6,16,71,0.443381,0.4178029569496551,0.0016466568228026934,0.10685449415277087,-0.003719,-0.17111709531355881,0.5228186437242864,0.4806904658232336
13,5,-0.526872,102,88,6,16,72,0.442558,0.41710108080775354,0.004462860124773127,0.10685449415277087,-0.003767,-0.15431861816745396,0.520451009743704,0.48491924171529327
14,4,0.707749,102,87,6,16,71,0.443477,0.4180200440305065,0.0016466568228026934,0.10685449415277087,-0.00391,-0.16360966210404276,0.5217997476077817,0.48100754114440025
15,4,0.657913,102,87,6,16,71,0.444335,0.41888152929965344,0.0022046173340613136,0.10685449415277087,-0.004116,-0.17245179383224937,0.5235180818294326,0.47869241956991526
16,4,-0.417612,102,88,6,16,72,0.443376,0.41795051473344846,0.0016466568228026934,0.10685449415277087,-0.004003,-0.16670890640528457,0.5222177730915685,0.48234254421370854
17,5,0.517385,102,88,6,16,72,0.44421,0.4186515215220298,0.0022046173340613136,0.10685449415277087,-0.003956,-0.18299350359778363,0.5255983672663258,0.4781368492367932
18,5,-0.418338,102,88,6,16,72,0.443388,0.41795959117230386,0.0016466568228026934,0.10685449415277087,-0.003994,-0.1696557291699057,0.5232957128973937,0.48219449967599803
19,4,0.688897,102,87,6,16,71,0.444352,0.4189010235080928,0.0022046173340613136,0.10685449415277087,-0.004117,-0.17890837110897037,0.5241106653245783,0.4779205516285191
20,4,0.683884,102,88,3,14,74,0.445215,0.4197712861090568,0.0038163679293796667,0.0962304870207452,-0.00455,-0.17746478121394088,0.5228222878451948,0.476314958349953
21,1,0.426989,101,90,7,19,71,0.445953,0.42054641883252186,0.0031769535803884267,0.0962304870207452,-0.00462,-0.18981610005967983,0.521772796583059,0.47351907000043864
22,5,0.425839,102,89,3,14,75,0.446748,0.42136341229657404,0.0043822747286281,0.0962304870207452,-0.004943,-0.19565657396350522,0.5218121092044181,0.4722907765191221
23,1,0.847503,101,86,7,16,70,0.447222,0.42193530772141075,0.0022724282690076525,0.0962304870207452,-0.004863,-0.22061483111056532,0.521315101437428,0.4700085401996164
24,5,-0.464493,102,89,3,14,75,0.446309,0.4210366149109531,0.0006794312423768355,0.0962304870207452,-0.004458,-0.21422686286892562,0.5210066422141268,0.4709398999083542
25,1,-0.379649,101,90,7,19,71,0.445504,0.4202031147503166,0.0033785540357930527,0.0962304870207452,-0.004442,-0.2030442787417313,0.5215221528937387,0.47408408894924864
26,5,0.477779,102,89,3,14,75,0.446416,0.4211018075607741,0.0038163679293796667,0.0962304870207452,-0.004846,-0.20959712090005841,0.5218111111461657,0.47274290305794203
27,1,0.835492,101,86,7,16,70,0.446979,0.4217554023320159,0.001819958864018229,0.0962304870207452,-0.004684,-0.23407004358285025,0.5214296053209231,0.4699596700923639
28,5,0.649982,102,89,3,14,75,0.447787,0.42257239579606826,0.007115457118748479,0.0962304870207452,-0.005008,-0.2430089576762865,0.5218039305636415,0.46903408395245405
29,1,0.729835,101,90,7,19,71,0.448523,0.4233076899137153,0.004750232348321381,0.0962304870207452,-0.005089,-0.26401407898304347,0.5213656664859716,0.4667259242584264
30,5,-0.289815,102,85,3,10,75,0.448073,0.42273579448887877,0.006594990595768237,0.11799542805934946,-0.005008,-0.25560218893829345,0.5197472519228648,0.4698467045526304
31,1,0.484594,101,92,2,16,76,0.448648,0.4233517628033344,0.004322104997293171,0.11702926995272735,-0.005045,-0.2653524504107853,0.5199426490102433,0.4693002259118538
32,5,0.0,100,88,3,13,75,0.448648,0.4233517628033344,0.004322104997293171,0.11702926995272735,-0.005045,-0.2653524504107853,0.5199426490102433,0.4693002259118538
33,1,0.549265,101,92,2,16,76,0.449167,0.4239161022395184,0.004322104997293171,0.11702926995272735,-0.005134,-0.2764016861551219,0.5205653363888842,0.4686922750380673
34,5,0.0,100,88,3,13,75,0.449167,0.4239161022395184,0.004322104997293171,0.11702926995272735,-0.005134,-0.2764016861551219,0.5205653363888842,0.4686922750380673
35,1,0.47762,101,92,2,16,76,0.449663,0.4244497369955616,0.005108590598900708,0.11702926995272735,-0.005252,-0.28600775764784037,0.5214196746805061,0.4680539337759314
36,5,0.492564,100,88,3,13,75,0.450413,0.4252364630081241,0.005108590598900708,0.11702926995272735,-0.005121,-0.2995062246381316,0.5223760572047781,0.4662975785059955
37,1,0.654734,101,86,9,18,68,0.450824,0.4256394330856142,0.004952691367117135,0.11702926995272735,-0.005064,-0.3262365638622032,0.5201003368164283,0.4637548697681314
38,5,-0.452581,102,85,3,10,75,0.450381,0.4250675376607776,0.004952691367117135,0.11702926995272735,-0.004984,-0.31291105722890533,0.5185637086610886,0.4669935074380343
39,1,0.65466,101,86,9,18,68,0.450792,0.42546074357663644,0.004952691367117135,0.11702926995272735,-0.004918,-0.33969637917758777,0.5189854269158939,0.4639653200593935
40,5,-0.559142,102,90,2,14,76,0.450347,0.4248998170366847,0.005251348871176201,0.11855784074761225,-0.004886,-0.323070471022248,0.5205919404374129,0.46765471132152936
41,5,-0.506363,100,89,2,13,76,0.449869,0.4242919122856468,0.005251348871176201,0.11855784074761225,-0.00477,-0.3268613345989221,0.5206190089677094,0.46707811880846
42,5,0.122677,100,89,2,13,76,0.450321,0.42487253170969186,0.005251348871176201,0.11855784074761225,-0.004859,-0.32594291854527513,0.5214448711036318,0.4673842524996474
43,5,-0.553667,100,88,2,13,75,0.44984,0.42426126283362997,0.005251348871176201,0.11855784074761225,-0.004739,-0.33008792422986555,0.5211035924729072,0.46646690826887816
44,5,-0.292893,100,89,2,13,76,0.449387,0.4236685387161,0.005251348871176201,0.11855784074761225,-0.004638,-0.3322806580088052,0.5201528904219568,0.46631166087163334
45,5,-0.421745,100,89,2,13,76,0.448936,0.4230666513974702,0.005251348871176201,0.11855784074761225,-0.004527,-0.33543803689727913,0.5183705086023487,0.46581308648776476
46,5,-0.007846,100,89,2,13,76,0.448805,0.4229042674087357,0.005251348871176201,0.11855784074761225,-0.004495,-0.33549677464559874,0.5182673328741934,0.4657525306811927
47,5,0.595376,100,89,2,13,76,0.449265,0.42351850220695486,0.005251348871176201,0.11855784074761225,-0.004618,-0.3310395153749988,0.5205142658839019,0.46717709098739135
48,5,0.255043,100,89,2,13,76,0.449713,0.42410853470821197,0.005251348871176201,0.11855784074761225,-0.004717,-0.3291301432913543,0.5221192775343875,0.4680398087991912
49,5,0.295454,100,89,2,13,76,0.450173,0.4247014408999194,0.005251348871176201,0.11855784074761225,-0.004819,-0.32691823800444864,0.523775257146038,0.46899128342577817
50,5,-0.234758,100,89,2,13,76,0.449556,0.4237963339697505,0.005541609434945287,0.12258795106965335,-0.004408,-0.328073039110166,0.5224385823887564,0.4683354976976229
51,5,-0.101725,100,89,2,13,76,0.449024,0.42297637141652444,0.0018468004206547968,0.12258795106965335,-0.004081,-0.3285635602509427,0.5219744872431253,0.4684838414435776
52,5,-0.305948,100,89,2,13,76,0.448424,0.4220582119096751,0.002074659193708124,0.12258795106965335,-0.003657,-0.33000914655622854,0.5206365697673973,0.46804125891766835
53,5,-0.412746,100,89,2,13,76,0.447831,0.42113325708014016,0.002074659193708124,0.12258795106965335,-0.003227,-0.33191927699851553,0.5185016767069763,0.4670148335455
54,5,-0.432949,100,89,2,13,76,0.447251,0.4202070168809472,0.0013655408245356207,0.12258795106965335,-0.002795,-0.33388086681512824,0.5182115712426206,0.46629417823327257
55,5,0.426541,100,89,2,13,76,0.44783,0.42113284939510487,0.002074659193708124,0.12258795106965335,-0.003227,-0.33198971936097504,0.5177432353202905,0.46739837337890355
56,5,-0.453784,100,89,2,13,76,0.447249,0.4202052835594353,0.0013655408245356207,0.12258795106965335,-0.002793,-0.3340457089132943,0.5176091091066984,0.46621060231094247
57,5,-0.161482,100,89,2,13,76,0.44673,0.4193276798743133,0.0013655408245356207,0.10536878979282965,-0.00241,-0.3347616671009967,0.5174227312029764,0.46585369041773855
58,5,0.342723,100,89,2,13,76,0.447285,0.420248179213378,0.0013655408245356207,0.12258795106965335,-0.002836,-0.3332754165697129,0.516537577804918,0.4667611915827871
59,5,-0.159763,100,89,2,13,76,0.446766,0.41937122059490195,0.0013655408245356207,0.10536878979282965,-0.002453,-0.33398375735989627,0.5168381312029764,0.4660018173352143
60,5,0.424108,100,89,2,13,76,0.447436,0.4201990604096665,0.001682143751755712,0.12272048725929122,-0.002625,-0.3283764915522871,0.5159922457660832,0.46658207810817914
61,5,0.248584,100,89,2,13,76,0.448062,0.4209783699496674,0.002716939705970322,0.12272048725929122,-0.00275,-0.3250655221673812,0.5160460166398696,0.46696929946740245
62,5,-0.542613,100,89,2,13,76,0.447377,0.4201474994886108,0.001682143751755712,0.12272048725929122,-0.002574,-0.33234595124069466,0.5167882748922967,0.4670759724042956
63,5,-0.492564,100,89,2,13,76,0.446706,0.41931790894997656,0.001682143751755712,0.10552346023396134,-0.0024,-0.33890657403859525,0.5176114981932677,0.46712803053536367
64,5,-0.206879,100,89,2,13,76,0.446056,0.4184956247101863,0.001682143751755712,0.10552346023396134,-0.002233,-0.3416417862429766,0.5174409356689095,0.466140074224684
65,5,-0.027412,100,89,2,13,76,0.445638,0.4179346444424684,0.001682143751755712,0.10552346023396134,-0.002148,-0.3420015186838528,0.517191324018424,0.4657664261502503
66,5,0.007846,100,89,2,13,76,0.445795,0.41816014002183877,0.001682143751755712,0.10552346023396134,-0.002148,-0.3418989947321061,0.5170616667368707,0.4658689501019971
67,5,-0.600735,100,89,2,13,76,0.445157,0.41732778313684327,0.0036067960680936546,0.10552346023396134,-0.001971,-0.3497586205982168,0.5171722951476385,0.4655578659803475
68,5,-0.509797,100,89,2,13,76,0.444535,0.4164977519981219,0.003946708739548112,0.10552346023396134,-0.001796,-0.35637850277023575,0.5168422357799387,0.4651432941356872
69,5,0.124618,100,89,2,13,76,0.445137,0.41730682604706737,0.0036067960680936546,0.10552346023396134,-0.00195,-0.35477251511983326,0.5161252901488707,0.46606808243333886
70,5,-0.358563,100,84,3,9,75,0.444812,0.4169800286614464,0.0038476519372358815,0.10576458645975657,-0.001627,-0.3632813716594614,0.517613040800148,0.4633721722931016
71,1,0.640345,101,90,2,16,74,0.445462,0.4177220409364657,0.0038476519372358815,0.10576458645975657,-0.001539,-0.39151426103378706,0.5175910403483114,0.4592871845099301
72,5,-1.0,101,86,5,16,70,0.444916,0.4172318448580344,0.0038476519372358815,0.10576458645975657,-0.001701,-0.41576515273705417,0.5192874209649493,0.4577399006057865
73,3,1.0,101,88,3,16,72,0.445582,0.4180488383220866,0.0038476519372358815,0.10576458645975657,-0.001701,-0.44297871758888496,0.5187600940571991,0.4558591255058436
74,1,0.414725,101,91,3,16,75,0.446222,0.4188123179619859,0.0038476519372358815,0.10576458645975657,-0.001648,-0.4608788136403476,0.5201791426008885,0.45448933225912747
75,1,0.544667,101,91,3,16,75,0.446881,0.4195846286434719,0.0038476519372358815,0.106391533018671,-0.001604,-0.484471828024985,0.5216282387173933,0.45332694202497553
76,1,0.659623,101,90,2,16,74,0.447563,0.42032684318997693,0.0038476519372358815,0.08009743480280752,-0.001516,-0.5138721560425916,0.522432730950403,0.4516230469804772
77,5,0.535309,101,91,3,16,75,0.448207,0.4210437221783637,0.0048350348467362525,0.08009743480280752,-0.001417,-0.49875780207977677,0.5203266765814708,0.4547913226800774
78,1,-0.603967,101,91,3,16,75,0.447526,0.42026738121962165,0.0038476519372358815,0.08009743480280752,-0.001457,-0.4724012372501556,0.5192988853193349,0.4590522112152001
79,1,0.512994,101,91,3,16,75,0.448203,0.4210375394343945,0.0048350348467362525,0.08009743480280752,-0.00141,-0.4947039219818962,0.5200765163872961,0.45493593652930636
80,1,-0.741631,101,89,3,14,75,0.447521,0.42039111447710603,0.006039407436096019,0.07840794939320711,-0.001226,-0.4643319891098699,0.5187641222125389,0.45930486856814134
81,1,-0.237397,101,89,3,14,75,0.446895,0.419763270226982,0.008011661459770197,0.10325813934531368,-0.000924,-0.454674828588522,0.5187104047368107,0.4634241333100933
82,1,0.487586,101,89,3,14,75,0.447549,0.4204121512734418,0.006039407436096019,0.07840794939320711,-0.001156,-0.4743684552272263,0.5191649047368107,0.4589444337955303
83,1,-0.567551,101,89,3,14,75,0.446891,0.4197640432471157,0.008011661459770197,0.10325813934531368,-0.000939,-0.4512852979258013,0.5184081095911797,0.46337840855281176
84,1,0.43339,101,89,3,14,75,0.447543,0.4204134482501778,0.006039407436096019,0.07840794939320711,-0.001181,-0.46879103854991416,0.5187376290086554,0.4589522545926687
85,1,0.680443,101,89,3,14,75,0.448222,0.4210604648066888,0.004350901357853491,0.07840794939320711,-0.001377,-0.49646855347142094,0.5198302930863253,0.4547595162431541
86,1,0.559004,101,89,3,14,75,0.448789,0.42162695609876777,0.004350901357853491,0.07840794939320711,-0.001515,-0.5193604182630521,0.5224373794940923,0.45151031608134184
87,1,0.705359,101,89,2,14,75,0.449232,0.42211132739268253,0.004350901357853491,0.07840794939320711,-0.001682,-0.5492613578531278,0.5238784581348691,0.4495685685085263
88,5,0.192786,101,89,3,14,75,0.449961,0.42294276029609046,0.004350901357853491,0.07840794939320711,-0.001747,-0.5445682210081837,0.5217557872610826,0.45315482164257503
89,1,-0.21225,101,89,3,14,75,0.449297,0.4223208427986823,0.004350901357853491,0.07840794939320711,-0.001433,-0.5358041652042319,0.5215994144455486,0.4572401531477132
90,1,-0.597902,101,83,10,15,68,0.448464,0.42140900934828096,0.0063681035294639084,0.07854012662355003,-0.001782,-0.5290937018385362,0.5186605231834126,0.45746541761373266
91,5,0.471816,102,87,3,12,75,0.449236,0.42227526832631035,0.006573632502019662,0.07854012662355003,-0.002219,-0.5396963751171615,0.5169582183290438,0.453302515024736
92,1,0.717083,101,83,10,15,68,0.450076,0.4232060065803378,0.004749788192665818,0.07854012662355003,-0.001865,-0.5478322198351457,0.5200573183290438,0.4531980876460952
93,5,0.388304,102,87,3,12,75,0.450853,0.42406354553025305,0.0032647325648819665,0.07854012662355003,-0.00231,-0.5565770541786502,0.5181741853193351,0.4505949382933443
94,1,0.631985,101,83,10,15,68,0.451706,0.42498078537469686,0.0032647325648819665,0.08016690824004312,-0.00196,-0.5636655492595564,0.5219635950280729,0.45059714350407937
95,5,0.469834,102,87,3,12,75,0.452505,0.4258468374504237,0.004719975967973505,0.08016690824004312,-0.002397,-0.5742692950840286,0.5200201027950632,0.4478937645396781
96,1,0.643545,101,83,10,15,68,0.453274,0.42668421156700453,0.003450544685114428,0.08016690824004312,-0.002127,-0.5814073718200434,0.5246541824067137,0.44835886795581187
97,5,-0.720675,102,87,2,13,74,0.452339,0.42571026818820135,0.0035482131198728228,0.08016690824004312,-0.001797,-0.5625605340183791,0.5273554163872962,0.4532132368878507
98,5,-0.13283,100,91,2,15,76,0.451607,0.42482152980097326,0.00411732993667578,0.08016690824004312,-0.001707,-0.5649182225235416,0.5272282455135099,0.45218199247422763
99,5,0.531291,100,91,2,15,76,0.452436,0.42578722690619775,0.0035482131198728228,0.08016690824004312,-0.001721,-0.5555166715819482,0.5240813668727331,0.454192531309179
100,5,-0.377029,100,92,3,17,75,0.451394,0.4244844525882223,0.0021869306798574296,0.07936140858664816,-0.001887,-0.555707362955041,0.5262584406591408,0.45305716852600747
101,1,0.914813,101,89,2,15,74,0.451991,0.42513467440491776,0.0036033473637940372,0.08281323765893728,-0.001729,-0.5720943211462107,0.527702585319335,0.4524994228949396
102,5,0.22212,100,92,3,17,75,0.45295,0.4263476686943063,0.0036033473637940372,0.08419286587477902,-0.001589,-0.5719174772395995,0.5274534066785582,0.4528697691408943
103,1,0.694692,101,90,4,17,73,0.453577,0.4269646220186989,0.0036033473637940372,0.08419286587477902,-0.00156,-0.5864389835583698,0.5290834775523446,0.45097391412471305
104,1,0.6983,101,90,4,17,73,0.454045,0.42745149212832523,0.002171499997921345,0.08419286587477902,-0.001401,-0.6010838069402467,0.5279538047368108,0.4495476112120917
105,1,0.893196,101,89,2,15,74,0.454555,0.4280181637591156,0.003422047964089284,0.08419286587477902,-0.001326,-0.6171778666570752,0.5261480495145632,0.44906217431888784
106,5,0.299111,100,92,3,17,75,0.455602,0.42930295021039244,0.002928863706443183,0.09048838436678837,-0.001146,-0.6170346469205982,0.5242367300970872,0.4493062503630409
107,1,0.600844,101,90,4,17,73,0.456078,0.429778882409356,0.002928863706443183,0.09048838436678837,-0.000998,-0.6296550665241579,0.5252423475728155,0.44732257463488556
108,1,0.517514,101,91,4,17,74,0.456555,0.43024546216858106,0.002928863706443183,0.09048838436678837,-0.000859,-0.6405251734173618,0.5261587,0.44580708466724805
109,1,0.533568,101,91,4,17,74,0.456983,0.4306479893762659,0.002928863706443183,0.09048838436678837,-0.000779,-0.6517324939351612,0.5263971844660195,0.44428975806530624
110,1,0.890454,101,89,3,18,71,0.457339,0.43103257985751403,0.0029866023252405494,0.08920579384938662,-0.000998,-0.7048702196956789,0.5260428563106796,0.441813499789763
111,1,0.323409,101,90,5,17,73,0.458052,0.4317461976279367,0.001274198719720481,0.08920579384938662,-0.000938,-0.7176000211789584,0.5267442388349515,0.4400514976862032
112,3,0.368161,101,90,5,17,73,0.458732,0.43242555257878523,0.00027979262212624517,0.08920579384938662,-0.000913,-0.7260550944529605,0.5277942145631068,0.4387175392719637
113,3,0.892502,101,90,5,17,73,0.459388,0.433074346121991,0.0004816867124330005,0.08920579384938662,-0.000917,-0.7467205013569519,0.5283425233009709,0.4377462877064834
114,3,-0.432008,101,90,5,17,73,0.458514,0.43224107125601896,0.00027979262212624517,0.08920579384938662,-0.000934,-0.7366360354454093,0.5269682349514562,0.4411405839038944
115,3,-0.602782,101,90,5,17,73,0.457647,0.43140136021165676,0.001274198719720481,0.08920579384938662,-0.000956,-0.722695207155226,0.5256464864077669,0.44444042532784256
116,3,0.695056,101,90,5,17,73,0.458517,0.43224454884603947,0.00027979262212624517,0.08920579384938662,-0.00093,-0.7386201540807923,0.526922554368932,0.4411937762178102
117,3,0.420532,101,90,5,17,73,0.459391,0.43307739132133505,0.0004816867124330005,0.08920579384938662,-0.000914,-0.748346009231817,0.5283200029126214,0.4378674274314025
118,3,0.406836,101,90,5,17,73,0.459994,0.4336646195453817,0.0004816867124330005,0.08920579384938662,-0.00098,-0.7578428859038774,0.5283916058252427,0.43738553252848983
119,3,0.738231,101,90,5,17,73,0.460619,0.43426433728444874,-0.0014423548321177901,0.08920579384938662,-0.001034,-0.7752149517614826,0.5280148553398057,0.4366964737906258
120,3,0.319248,101,90,6,18,72,0.461744,0.4354217300614731,-0.004094026835420117,0.08831327833502563,-0.00102,-0.7843899109847836,0.5271770689320388,0.4321389503278426
121,4,-0.353291,102,86,2,10,76,0.461389,0.4348965655003937,-0.0052387875831279,0.08831327833502563,-0.001062,-0.7805036415765018,0.5260409679611651,0.4331522398302698
122,5,0.519492,100,88,2,12,76,0.461792,0.4354182086792453,-0.0052387875831279,0.08831327833502563,-0.001031,-0.7850246697176163,0.5238029097087377,0.43260465598956865
123,5,0.659228,100,88,2,12,76,0.462161,0.43590840475767667,-0.0024136612403833717,0.08831327833502563,-0.001031,-0.7907618002163894,0.5216787514563106,0.43198503508588687
124,5,0.122525,100,88,2,12,76,0.462481,0.4363495422026843,-0.0024136612403833717,0.08831327833502563,-0.00108,-0.7918281078937606,0.5210559893203883,0.4317421521981597
125,5,0.40363,100,88,2,12,76,0.462866,0.4368397382811157,-0.0024136612403833717,0.08831327833502563,-0.00108,-0.7953408147706056,0.5195557582524272,0.4314490452078684
126,5,-0.365607,100,88,2,12,76,0.462258,0.43618614350987384,-0.0017591319239254172,0.08831327833502563,-0.00108,-0.792159016365968,0.521412754368932,0.43180507316903344
127,5,0.413647,100,88,2,12,76,0.462866,0.4368397382811157,-0.0024136612403833717,0.08831327833502563,-0.00108,-0.7957589051194798,0.5194401718446603,0.4314719368583539
128,5,0.098877,100,88,2,12,76,0.463193,0.43727457590180074,-0.0034471840686640465,0.08831327833502563,-0.001135,-0.796619409555982,0.5189638281553397,0.43127593200113984
129,5,-0.358543,100,88,2,12,76,0.462577,0.4366209811305589,-0.0017591319239254172,0.08831327833502563,-0.001135,-0.7934990792476496,0.5206682514563108,0.4316344599623049
130,5,0.59605,100,84,4,10,74,0.463268,0.437356275248206,0.0003968959995620569,0.0891941789946366,-0.001216,-0.798160498993373,0.5178177582524272,0.43017814928269327
131,3,0.828362,101,87,2,12,75,0.4639,0.43809156936585314,0.0003968959995620569,0.08985625723823142,-0.00162,-0.8194890610954729,0.5196678242718447,0.4276420896895356
132,5,0.368294,100,84,4,10,74,0.464491,0.4387451641370949,-0.0009674887278435971,0.08985625723823142,-0.001782,-0.8223693084825896,0.5172614339805824,0.42629427875872955
133,3,0.468404,101,87,2,11,76,0.465121,0.43948045825474197,-0.0019945974902264704,0.08985625723823142,-0.002187,-0.8343106698486259,0.5190194815533982,0.4236031709917393
134,5,-0.855386,101,87,2,11,76,0.464491,0.4387451641370949,-0.0009674887278435971,0.08985625723823142,-0.001782,-0.8558193608022235,0.5215977349514562,0.42124206596366637
135,5,-0.281218,101,87,2,11,76,0.463888,0.43804307332070314,0.0019522407040820226,0.0891941789946366,-0.00141,-0.8628606627919065,0.5238689291262136,0.4198927130602914
136,5,-0.351348,101,87,2,11,76,0.463291,0.4373288887247423,0.0019522407040820226,0.08340270027024423,-0.001027,-0.8716205010443338,0.5274724718446602,0.4186222277041324
137,5,-0.327644,101,87,2,11,76,0.462708,0.4366187917691672,0.0019522407040820226,0.08340270027024423,-0.000647,-0.8797544760439687,0.528258891262136,0.41772117291911165
138,5,-0.832688,101,87,2,11,76,0.462126,0.4358834976515201,0.0019522407040820226,0.08340270027024423,-0.000243,-0.9003378307781342,0.5291604990291262,0.41655175302943126
139,5,-0.314661,101,87,2,11,76,0.461567,0.4351756396374991,0.0019522407040820226,0.1106485156423177,0.000135,-0.9080825058337344,0.5297369485436894,0.41518173000585296
140,5,-0.672123,101,85,2,12,73,0.461002,0.434440345519852,0.0019248275580958413,0.1115357295507169,0.000539,-0.9306639245706203,0.5308195902912621,0.4122034524284142
141,5,-0.541169,100,86,2,10,76,0.460594,0.4340318487878259,0.0019248275580958413,0.1115357295507169,0.000458,-0.9241752005972178,0.5318804553398058,0.41402792224502694
142,5,-0.686364,101,85,2,12,73,0.460042,0.43329655467017886,-0.001224393307251421,0.1115357295507169,0.000863,-0.9473846208141827,0.5329654650485437,0.4112065147554291
143,5,0.234758,100,86,2,10,76,0.460467,0.4337281724877286,-0.001224393307251421,0.1115357295507169,0.000921,-0.9502364485860413,0.529831858252427,0.4098263501215732
144,5,0.429269,101,88,2,12,76,0.461038,0.43446346660537566,-0.001224393307251421,0.1115357295507169,0.000516,-0.9358907211212784,0.5249936805825242,0.41377281124038967
145,5,0.314661,101,88,2,12,76,0.461622,0.4351987607230227,-0.001224393307251421,0.1115357295507169,0.000112,-0.9253442124912005,0.5209574466019417,0.4176669928708412
146,5,-0.497023,101,88,2,12,76,0.461038,0.43446346660537566,-0.001224393307251421,0.1115357295507169,0.000516,-0.9420516672139561,0.5255288320388349,0.4136339734764815
147,5,-0.313017,101,88,2,12,76,0.460467,0.4337281724877286,-0.001224393307251421,0.1115357295507169,0.000921,-0.9525430584708463,0.5295465116504853,0.40973984749404974
148,5,-0.454871,101,88,2,12,76,0.459908,0.4329928783700816,-0.0010870977287325714,0.1115357295507169,0.001325,-0.9677444033253636,0.5330767165048543,0.4072190344026643
149,5,-0.287158,101,88,2,12,76,0.459362,0.4322575842524345,0.00015768095466358548,0.1115357295507169,0.00173,-0.9773127816890441,0.5340055932038835,0.4050772330388179
150,5,-0.756892,101,86,3,13,73,0.458684,0.43144059078838215,0.00013958199903863852,0.10528689417653163,0.00173,-0.9957443871421185,0.5351023310679611,0.40362092235920616
151,1,-1.0,102,85,2,9,76,0.45831,0.43103209405635606,0.00013958199903863852,0.10528689417653163,0.001811,-1.0166849509461786,0.5342929174757279,0.4026500485727984
152,5,-0.523116,101,87,5,14,73,0.457779,0.4303952439862969,0.000779759510481818,0.10528689417653163,0.001827,-1.0275048593118745,0.5402293233009708,0.40237122540009174
153,5,0.686364,102,85,2,9,76,0.458232,0.43095093797344575,0.000779759510481818,0.10528689417653163,0.001576,-1.0435049495545927,0.533828531067961,0.3990601902289464
154,5,-0.401144,100,86,2,10,76,0.457856,0.4305424412414196,0.0011487658516883433,0.10528689417653163,0.001819,-1.0520821268280556,0.5395525194174757,0.3984815192472851
155,5,-0.652841,101,87,5,14,73,0.457318,0.4298894834344191,0.0013973638919011968,0.10528689417653163,0.001819,-1.0658375297892204,0.5418356203883495,0.39896695614048894
156,5,0.460782,102,85,2,9,76,0.457683,0.4303193671168948,0.0013973638919011968,0.10528689417653163,0.001647,-1.0765638341713917,0.5356394388349514,0.3961909590531104
157,5,0.446524,100,86,2,10,76,0.458056,0.4307278638489209,5.756850427129866e-05,0.10528689417653163,0.001404,-1.0668691531372207,0.5300151854368931,0.3985457132507117
158,5,0.345839,101,87,5,14,73,0.458546,0.4313457238647287,0.000779759510481818,0.10528689417653163,0.001369,-1.0595740628135961,0.5232855213592232,0.40085212571025863
159,3,0.655221,101,87,5,14,73,0.459102,0.4319993186359706,0.00013958199903863852,0.10528689417653163,0.001369,-1.077848836308742,0.5257802252427184,0.39723412174585737
160,3,-0.327263,101,88,2,12,76,0.458738,0.43157174675448656,0.0003264723658735102,0.10330795839431638,0.001916,-1.065603409917334,0.5258984300970873,0.401833615550758
